country,educationalLevel,region,name,hasCCAS,about,websites,websitesLabel,adoptionYear,mechanisms,listLength,participatingInstitutions,priorities,latitude,longitude,gobVerified
CAN,secondary,North America,Canada,1.0,"In Canada, Edmonton and Toronto public schools have their own coordinated system. In Toronto, students can list up to two preferences, while in Edmonton they can only apply for one school. In both cities, priority is given to resident students.",[https://schoolzone.epsb.ca/cf/index.cfm],[schoolzone.epsb.ca/cf/index.cfm],,[boston],"[2, 1]","[all,public]","[family,distance,gender]",61.0666922,-107.991707,0
CAN,primary,North America,Canada,1.0,"In Canada, Edmonton and Toronto public schools have their own coordinated system. In Toronto, students can list up to two preferences, while in Edmonton they can only apply for one school. In both cities, priority is given to resident students.","[https://schoolzone.epsb.ca/cf/index.cfm,powerschool.com%2Ffamily%2Fdirectaction&AutoLogOut=False ]","[schoolzone.epsb.ca/cf/index.cfm,powerschool.com%2Ffamily%2Fdirectaction&AutoLogOut=False ]",,[boston],"[2, 1]","[all,public]","[family,distance]",61.0666922,-107.991707,0
CHE,secondary,Europe & central Asia,Switzerland,0.0,This country lacks a coordinated system.,,,,,,,,46.7985624,8.2319736,0
CHE,tertiary,Europe & central Asia,Switzerland,0.0,This country lacks a coordinated system.,,,,,,,,46.7985624,8.2319736,0
CHL,secondary,LAC,Chile,1.0,"Chile's coordinated system was gradually adopted by some regions, incorporating the entire country in 2020. The system prioritizes siblings, vulnerable students (through quotas), school staff's children and former students. It has two phases, and if students are not assigned to any preference in the second phase they are assigned to a nearby school with places. Lotteries are used to break ties.",[www.sistemadeadmisionescolar.cl ],[sistemadeadmisionescolar.cl ],2016.0,[da],[Unlimited],[other],"[family,ses]",-31.7613365,-71.3187697,0
CHL,tertiary,LAC,Chile,1.0,"Chile has a coordinated tertiary education system adopted by most institutions. Students apply for programs, with a limit of 20 options. After a DA algorithm processes the applications, applicants are accepted into a maximum of one program and are also provided preferences for waitlisted options. In case of a tie, additional places are offered.",[https://portaldemre.demre.cl/],[portaldemre.demre.cl/],1960s,[da],[20],[other],[academic],-31.7613365,-71.3187697,0
CHN,secondary,East Asia & Pacific,China,1.0,"The Chinese secondary school admission system is highly decentralized into administrative regions and cities for public and private schools. High school admission usually involves two or more rounds of applications, with each city choosing the length of the allowed application list. Priority is usually given to candidates based on their grades and exam results.","[jyj.anshan.gov.cn,http://gzgl.jyt.henan.gov.cn,http://bdzk.ks365.org/,http://36.133.101.108:9000/,https://www.nm.zsks.cn/kszs/zzzs/,https://www.bjeea.cn,http://zhk.ahzsks.cn/bm9/,https://zkbm.cczsb.com,https://jyj.changde.gov.cn,http://jyj.changsha.gov.cn,https://zhongkao.sxkszx.cn,http://125.91.240.226/zk/zkzy/login.jsp,https://online.cdzk.org,www.cqzzxx.com,www.yw.gov.cn,https://dlzsks.edu.dl.gov.cn,http://219.235.89.47/,www.sxkszx.cn,http://www.dzzkb.cn/zkwb/,https://dgzk.dgjy.net,http://zsks.edu.foshan.gov.cn,https://fsjyj.fushun.gov.cn/ztzl/008001/moreinfo.html,http://jyj.fuzhou.gov.cn/zz/zwgk/cswz/fzygzz/,http://edu.ganzhou.gov.cn,https://zhongkao.gzzk.cn,https://www.gxeea.cn,http://www.gyzkzx.cn/,http://jyj.haikou.gov.cn/edu/kszx.action,Http://www.hdks.net,www.hzjyks.net,https://www.lzk.hl.cn/wbzx/,http://zsks.hhyedu.com.cn/,https://www.hzzzpt.com,http://www.hhkszx.cn,https://www.hzkszx.com,huedu.huzhou.gov.cn,http://jmzhjy.jiangmen.cn:81/zk/zkzy/login.jsp,https://www.jiaxing.gov.cn,http://jyzkbm.jyzsb.com/Default.aspx,http://edu.jlcity.gov.cn,http://www.jnzk.net,jyj.jinhua.gov.cn,Http://111.17.162.230:8002,http://jyj.jz.gov.cn,http://jyj.km.gov.cn/,ttp://zkbm.lzetc.cn,http://wsbm.lcedu.cn,http://jyj.linyi.gov.cn,http://gzgl.jyt.henan.gov.cn/zk/,http://lz.sczkbm.com/zkbm,http://www.mmjynet.com:9000/zk,Http://my.sczkbm.com,http://www.nceea.cn/,www.nczsks.com,http://jyj.xinxiang.gov.cn,jyj.ningbo.gov.cn,http://pt.bendibao.com/edu/2022629/4170.shtm,http://10.143.128.248:81/zk/login.jsp,http://zkzy.qhdksy.cn/mh/#/NotOpen?code=zytb,http://www.xzszb.net:8001,http://qz.bendibao.com/edu/2022310/18960.shtm,http://jyj.rizhao.gov.cn/,https://www.shmeea.edu.cn,www.jxeea.cn,http://zkgl.stedu.net/stsd,https://gzzs.sxsedu.net/,www.sysksy.cn,https://www.szzk.edu.cn/,Http://121.28.151.110:9090,http://www.taszk.com/,https://zhongkao.sxkszx.cn:8443,https://zkzs.tzedu.net.cn,http://www.xzszb.net:8001/,http://www.zhaokao.net/,http://123.235.28.4:8001/publiclogin.do,http://jyj.chifeng.gov.cn,jyj.weihai.gov.cn,https://zk.wzer.net/,https://www.163.com/dy/article/H6M6MCFN0516BIK3.html,www.xjzk.gov.cn,https://zy.xmzskszx.net/,http://edu.xa.gov.cn/,http://jyj.xiangyang.gov.cn,http://61.185.20.125:9901/Login.aspx?rdo=xs1,https://zz.xtjyks.com/zytb/login.aspx,jyj.yantai.gov.cn,http://www.ybzsb.cn/,Http://gzjd.hubzs.com.cn,www.ycrxbm.cn,http://edu.yueyang.gov.cn/index.html,http://edu.zaozhuang.gov.cn,http://www.zjkjyksy.cn,http://zk.jyj.zhanjiang.gov.cn/,http://121.10.234.31:7012/iExamWeb/,http://gzgl.jyt.henan.gov.cn ,http://zk.zsedu.cn/,http://zhjy.zhuhai.gov.cn,http://0733.gotedu.com/zkkw/login,http://zkzs.zbedu.net/,Http://www.zyszsksb.cn]","[jyj.anshan.gov.cn,gzgl.jyt.henan.gov.cn,bdzk.ks365.org/,36.133.101.108:9000/,nm.zsks.cn/kszs/zzzs/,bjeea.cn,zhk.ahzsks.cn/bm9/,zkbm.cczsb.com,jyj.changde.gov.cn,jyj.changsha.gov.cn,zhongkao.sxkszx.cn,125.91.240.226/zk/zkzy/login.jsp,online.cdzk.org,cqzzxx.com,yw.gov.cn,dlzsks.edu.dl.gov.cn,219.235.89.47/,sxkszx.cn,dzzkb.cn/zkwb/,dgzk.dgjy.net,zsks.edu.foshan.gov.cn,fsjyj.fushun.gov.cn/ztzl/008001/moreinfo.html,jyj.fuzhou.gov.cn/zz/zwgk/cswz/fzygzz/,edu.ganzhou.gov.cn,zhongkao.gzzk.cn,gxeea.cn,gyzkzx.cn/,jyj.haikou.gov.cn/edu/kszx.action,Http://hdks.net,hzjyks.net,lzk.hl.cn/wbzx/,zsks.hhyedu.com.cn/,hzzzpt.com,hhkszx.cn,hzkszx.com,huedu.huzhou.gov.cn,jmzhjy.jiangmen.cn:81/zk/zkzy/login.jsp,jiaxing.gov.cn,jyzkbm.jyzsb.com/Default.aspx,edu.jlcity.gov.cn,jnzk.net,jyj.jinhua.gov.cn,Http://111.17.162.230:8002,jyj.jz.gov.cn,jyj.km.gov.cn/,ttp://zkbm.lzetc.cn,wsbm.lcedu.cn,jyj.linyi.gov.cn,gzgl.jyt.henan.gov.cn/zk/,lz.sczkbm.com/zkbm,mmjynet.com:9000/zk,Http://my.sczkbm.com,nceea.cn/,nczsks.com,jyj.xinxiang.gov.cn,jyj.ningbo.gov.cn,pt.bendibao.com/edu/2022629/4170.shtm,10.143.128.248:81/zk/login.jsp,zkzy.qhdksy.cn/mh/#/NotOpen?code=zytb,xzszb.net:8001,qz.bendibao.com/edu/2022310/18960.shtm,jyj.rizhao.gov.cn/,shmeea.edu.cn,jxeea.cn,zkgl.stedu.net/stsd,gzzs.sxsedu.net/,sysksy.cn,szzk.edu.cn/,Http://121.28.151.110:9090,taszk.com/,zhongkao.sxkszx.cn:8443,zkzs.tzedu.net.cn,xzszb.net:8001/,zhaokao.net/,123.235.28.4:8001/publiclogin.do,jyj.chifeng.gov.cn,jyj.weihai.gov.cn,zk.wzer.net/,163.com/dy/article/H6M6MCFN0516BIK3.html,xjzk.gov.cn,zy.xmzskszx.net/,edu.xa.gov.cn/,jyj.xiangyang.gov.cn,61.185.20.125:9901/Login.aspx?rdo=xs1,zz.xtjyks.com/zytb/login.aspx,jyj.yantai.gov.cn,ybzsb.cn/,Http://gzjd.hubzs.com.cn,ycrxbm.cn,edu.yueyang.gov.cn/index.html,edu.zaozhuang.gov.cn,zjkjyksy.cn,zk.jyj.zhanjiang.gov.cn/,121.10.234.31:7012/iExamWeb/,gzgl.jyt.henan.gov.cn ,zk.zsedu.cn/,zhjy.zhuhai.gov.cn,0733.gotedu.com/zkkw/login,zkzs.zbedu.net/,Http://zyszsksb.cn]",2021.0,"[da,boston,sd]","[5, 8, 6, 12, 3, 7, 10, 4, 2, 1, 22, 15, 35]","[all,public]",[academic],35.000074,104.999927,0
CHN,tertiary,East Asia & Pacific,China,1.0,"University admission in China is determined by the Gaokao (National University Entrance Examination). Universities are grouped into three tiers based on quality. In 2013, a sequential mechanism (a variant of the Immediate Acceptance mechanism) was replaced by a parallel mechanism (the Serial Dictatorship mechanism).",[https://gaokao.chsi.com.cn/],[gaokao.chsi.com.cn/],1952.0,[sd],[6],[all],"[academic,distance]",35.000074,104.999927,0
CIV,tertiary,Sub-Saharan Africa,Cote d'Ivoire,0.0,This country lacks a coordinated system.,,,,,,,,7.9897371,-5.5679458,0
CIV,primary,Sub-Saharan Africa,Cote d'Ivoire,0.0,This country lacks a coordinated system.,,,,,,,,7.9897371,-5.5679458,0
CMR,tertiary,Sub-Saharan Africa,Cameroon,0.0,This country lacks a coordinated system.,,,,,,,,4.6125522,13.1535811,0
CMR,secondary,Sub-Saharan Africa,Cameroon,0.0,This country lacks a coordinated system.,,,,,,,,4.6125522,13.1535811,0
COD,tertiary,Sub-Saharan Africa,"Congo, Dem. Rep.",0.0,This country lacks a coordinated system.,,,,,,,,-4.038333,21.758664,0
COD,secondary,Sub-Saharan Africa,"Congo, Dem. Rep.",0.0,This country lacks a coordinated system.,,,,,,,,-4.038333,21.758664,0
COG,primary,Sub-Saharan Africa,"Congo, Rep.",0.0,This country lacks a coordinated system.,,,,,,,,-0.228021,15.827659,0
COG,tertiary,Sub-Saharan Africa,"Congo, Rep.",0.0,This country lacks a coordinated system.,,,,,,,,-0.228021,15.827659,0
COL,secondary,LAC,Colombia,1.0,"Bogota has a coordinated allocation system in place since 2007 for primary and secondary schools. Applicants can select up to four public or private charter schools. The system takes into account priority criteria such as students with disabilities, vulnerable students and siblings in the school. The system allocates places based on a selection indicator that weights priority characteristics.",[https://matricula.educacionbogota.edu.co/],[matricula.educacionbogota.edu.co/],2015.0,[other],[4],"[all,other]","[family,sen,ses]",4.099917,-72.9088133,0
COL,primary,LAC,Colombia,1.0,"Bogota has a coordinated allocation system in place since 2007 for primary and secondary schools. Applicants can select up to four public or private charter schools. The system takes into account priority criteria such as students with disabilities, vulnerable students and siblings in the school. The system allocates places based on a selection indicator that weights priority characteristics.",[https://matricula.educacionbogota.edu.co/],[matricula.educacionbogota.edu.co/],2015.0,[other],[4],"[all,other]","[family,sen,ses]",4.099917,-72.9088133,0
CRI,tertiary,LAC,Costa Rica,0.0,This country lacks a coordinated system.,,,,,,,,10.2735633,-84.0739102,0
CRI,secondary,LAC,Costa Rica,0.0,This country lacks a coordinated system.,,,,,,,,10.2735633,-84.0739102,0
CUB,primary,LAC,Cuba,0.0,This country lacks a coordinated system.,,,,,,,,23.0131338,-80.8328748,0
CUB,secondary,LAC,Cuba,1.0,"In Cuba, the coordinated system for secondary education covers basic secondary education and, from grades 10 to 12, includes vocational, regular secondary schools (preuniversitarios), and skill workers schools. Regular secondary schools aim to enroll high-achieving students. There are seats for students that live at the same municipality of a regular secondary school.",,,,,[10],[all],"[academic,distance]",23.0131338,-80.8328748,0
CYN,primary,Middle East & North Africa,N. Cyprus,,,,,,,,,,35.2245313,33.6252379,0
CYN,tertiary,Middle East & North Africa,N. Cyprus,,,,,,,,,,35.2245313,33.6252379,0
CYN,secondary,Middle East & North Africa,N. Cyprus,,,,,,,,,,35.2245313,33.6252379,0
CYP,primary,Middle East & North Africa,Cyprus,,,,,,,,,,34.9174159,32.889902651331866,0
CYP,secondary,Middle East & North Africa,Cyprus,,,,,,,,,,34.9174159,32.889902651331866,0
CZE,primary,Europe & central Asia,Czech Republic,0.0,This country lacks a coordinated system.,,,,,,,,49.7439047,15.3381061,0
CZE,tertiary,Europe & central Asia,Czech Republic,0.0,This country lacks a coordinated system.,,,,,,,,49.7439047,15.3381061,0
DEU,primary,Europe & central Asia,Germany,1.0,"In Germany, school admission is coordinated at the city level. In Cologne, parents are allowed to apply to up to two schools, while Hamburg allows up to three preferences. Both cities use allocation criteria such as siblings and academic performance.",[https://www.stadt-koeln.de/service/onlinedienste/],[stadt-koeln.de/service/onlinedienste/],,,"[3, 2]","[all,public]","[family,academic,distance,gender]",51.1638175,10.4478313,0
DEU,secondary,Europe & central Asia,Germany,1.0,"In Germany, school admission is coordinated at the city level. In all cities, students can apply to up to three schools. Berlin uses the immediate acceptance mechanism to assign students, while Frankfurt uses the same mechanism, but allows for manual assignment changes. In both cities, schools choose their own priority criteria.",[https://www.berlin.de/sen/bjf/en/education-in-berlin/ ],[berlin.de/sen/bjf/en/education-in-berlin/ ],2010.0,"[boston,other]",[3],"[all,public]","[family,academic,sen]",51.1638175,10.4478313,0
DJI,secondary,Sub-Saharan Africa,Djibouti,,,,,,,,,,11.8145966,42.8453061,0
DJI,primary,Sub-Saharan Africa,Djibouti,,,,,,,,,,11.8145966,42.8453061,0
DNK,tertiary,Europe & central Asia,Denmark,1.0,"Denmark has a coordinated national system for tertiary education admissions, divided into two quotas. Quota 1 is based on GPA, while Quota 2 assesses students on other qualifications set by the institutions. Some programs admit only through Quota 2. The chance of admission is not influenced by the rank of preference.",[ www.optagelse.dk],[ optagelse.dk],2003.0,[da],[8],[all],[academic],55.670249,10.3333283,0
DNK,primary,Europe & central Asia,Denmark,1.0,"Coordinated admission in Denmark only applies to Copenhagen, where students are assured a place in the schools in their district. Families can apply to two other schools. Siblings have placement priority, while pupils with language difficulties have reserved places. Other allocation criteria include linguistic balance, proximity and municipal residence.",[https://www.kk.dk/skoleindskrivning],[kk.dk/skoleindskrivning],2005.0,,[2],[public],"[family,distance]",55.670249,10.3333283,0
DOM,secondary,LAC,Dominican Republic,0.0,This country lacks a coordinated system.,,,,,,,,19.0974031,-70.3028026,0
DOM,tertiary,LAC,Dominican Republic,0.0,This country lacks a coordinated system.,,,,,,,,19.0974031,-70.3028026,0
DZA,tertiary,Middle East & North Africa,Algeria,1.0,"Algeria has a coordinated system for tertiary education. Applicants can rank from 6 to 10 options, including at least two local or regionally registered courses. Assignment criteria consider preferences, diploma scores, vacancies, and the student's desired district. Assigned students undergo oral interviews.",[progres.mesrs.dz],[progres.mesrs.dz],2009.0,,[10],,,28.0000272,2.9999825,0
DZA,primary,Middle East & North Africa,Algeria,0.0,This country lacks a coordinated system.,,,,,,,,28.0000272,2.9999825,0
ECU,tertiary,LAC,Ecuador,1.0,"Ecuador operates a coordinated system for its public universities, which involves several rounds of vacancy assignments. Starting from the second round, available slots are those declined by students in earlier rounds. Once students reject their initial placement choice, they are ineligible for subsequent rounds. Notably, in 2021, the system reduced the number of preferences allowed from 5 to 3.",[ https://transformar.senescyt.gob.ec/ ],[ transformar.senescyt.gob.ec/ ],2011.0,[boston],[3],[public],[academic],-1.3397668,-79.3666965,0
ECU,primary,LAC,Ecuador,1.0,"Ecuador has a coordinated system for primary and secondary education. For students entering the first and second years of elementary school in institutions where demand exceeds capacity, the highest authority will conduct a public lottery among the applicants.",[https://juntos.educacion.gob.ec],[juntos.educacion.gob.ec],2021.0,,,[public],,-1.3397668,-79.3666965,0
EGY,tertiary,Middle East & North Africa,Egypt,1.0,"Admission to tertiary education is facilitated through two distinct coordinated systems, one for public universities and the other for private ones. Private universities withdrew from the public admission system in 2021. Admission to public universities is solely based on the scores of the national secondary education leaving examination.","[https://admission.egypt-hub.edu.eg/,https://tansik.egypt.gov.eg/application/]","[admission.egypt-hub.edu.eg/,tansik.egypt.gov.eg/application/]",2005.0,,[20],"[public,private]",[academic],26.2540493,29.2675469,0
EGY,primary,Middle East & North Africa,Egypt,0.0,This country lacks a coordinated system.,,,,,,,,26.2540493,29.2675469,0
ERI,tertiary,Sub-Saharan Africa,Eritrea,0.0,This country lacks a coordinated system.,,,,,,,,15.9500319,37.9999668,0
ERI,secondary,Sub-Saharan Africa,Eritrea,0.0,This country lacks a coordinated system.,,,,,,,,15.9500319,37.9999668,0
ESH,secondary,Middle East & North Africa,W. Sahara,,,,,,,,,,60.3843755,15.643957374442838,0
ESH,tertiary,Middle East & North Africa,W. Sahara,,,,,,,,,,60.3843755,15.643957374442838,0
ESH,primary,Middle East & North Africa,W. Sahara,,,,,,,,,,60.3843755,15.643957374442838,0
ESP,tertiary,Europe & central Asia,Spain,1.0,"Since the 1980s, the Spanish autonomous communities have adopted coordinated admission systems. Each system varies according to the community, although all use the deferred acceptance mechanism. The ranking of students is determined by a score established by each managing organization.","[https://accesuniversitat.gencat.cat/accesuniversitat/login,https://www.todofp.es/sobre-fp/actualidad/informacion-ceuta-melilla.html,https://admdum.ucm.es/admdum/login#no-back-button,https://www.edu.xunta.gal/nerta/PaxinaInicio.do,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/,https://innova.gva.es/va/web/universidad/preinscripcion]","[accesuniversitat.gencat.cat/accesuniversitat/login,todofp.es/sobre-fp/actualidad/informacion-ceuta-melilla.html,admdum.ucm.es/admdum/login#no-back-button,edu.xunta.gal/nerta/PaxinaInicio.do,juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/,innova.gva.es/va/web/universidad/preinscripcion]",1980s,[da],"[12, Unlimited, 10, 20, 4]","[all,public,other]","[academic,sen]",39.3260685,-4.8379791,0
ESP,secondary,Europe & central Asia,Spain,1.0,"In Spain, the assignment of students to public and private subsidized schools is governed by the Immediate Acceptance mechanism. Features common to all regions include the possibility for students to choose several schools and the priority given to factors such as siblings, proximity, and academic records. Tie-breaking criteria such as lotteries or academic scores are often employed.","[https://educacio.gencat.cat/ca/inici/index.html,https://sede.educacion.gob.es/sede/login/inicio.jjsp?idConvocatoria=1680,https://raices.madrid.org/secretariavirtual/,https://sede.xunta.gal/detalle-procedemento?codtram=ED550A&ano=2022&numpub=1&lang=es,https://www.juntadeandalucia.es/educacion/secretariavirtual/,https://itaca3.edu.gva.es/jwt/#/home,https://educa.aragon.es/admision ]","[educacio.gencat.cat/ca/inici/index.html,sede.educacion.gob.es/sede/login/inicio.jjsp?idConvocatoria=1680,raices.madrid.org/secretariavirtual/,sede.xunta.gal/detalle-procedemento?codtram=ED550A&ano=2022&numpub=1&lang=es,juntadeandalucia.es/educacion/secretariavirtual/,itaca3.edu.gva.es/jwt/#/home,educa.aragon.es/admision ]",1980s,[boston],"[6, 10, 5]","[all,other]","[family,academic,distance,sen,ses]",39.3260685,-4.8379791,0
EST,primary,Europe & central Asia,Estonia,,,,,,,,,,58.7523778,25.3319078,0
EST,secondary,Europe & central Asia,Estonia,,,,,,,,,,58.7523778,25.3319078,0
ETH,secondary,Sub-Saharan Africa,Ethiopia,0.0,This country lacks a coordinated system.,,,,,,,,10.2116702,38.6521203,0
ETH,primary,Sub-Saharan Africa,Ethiopia,0.0,This country lacks a coordinated system.,,,,,,,,10.2116702,38.6521203,0
FIN,primary,Europe & central Asia,Finland,0.0,This country lacks a coordinated system.,,,,,,,,63.2467777,25.9209164,0
FIN,tertiary,Europe & central Asia,Finland,1.0,"The application process is split into multiple rounds.There are three joint applications per year, two that offer study programs in English (one in spring and one in autumn) and one that offer study programs only in Finnish and Swedish (in spring). The English - spring application period is the only one that does not provide a single allocation. Each program may require a entrance examination.",[https://opintopolku.fi/konfo/en/],[opintopolku.fi/konfo/en/],2014.0,[da],[6],[other],[academic],63.2467777,25.9209164,0
FJI,secondary,East Asia & Pacific,Fiji,,,,,,,,,,-18.1239696,179.0122737,0
FJI,primary,East Asia & Pacific,Fiji,,,,,,,,,,-18.1239696,179.0122737,0
FLK,secondary,LAC,Falkland Is.,,,,,,,,,,-51.67474,-57.8100822,0
FLK,tertiary,LAC,Falkland Is.,,,,,,,,,,-51.67474,-57.8100822,0
FLK,primary,LAC,Falkland Is.,,,,,,,,,,-51.67474,-57.8100822,0
FRA,primary,Europe & central Asia,France,0.0,This country lacks a coordinated system.,,,,,,,,46.603354,1.8883335,0
FRA,tertiary,Europe & central Asia,France,0.0,This country lacks a coordinated system.,,,,,,,,46.603354,1.8883335,0
GAB,secondary,Sub-Saharan Africa,Gabon,0.0,This country lacks a coordinated system.,,,,,,,,-0.8999695,11.6899699,0
GAB,tertiary,Sub-Saharan Africa,Gabon,0.0,This country lacks a coordinated system.,,,,,,,,-0.8999695,11.6899699,0
GBR,primary,Europe & central Asia,United Kingdom,1.0,"In the UK, different regions have different coordinated admissions systems. School admissions in all UK regions prioritize factors such as proximity, siblings and special needs.","[https://www.eani.org.uk/parents/admissions/primary-admissions-guide ,https://eadmissions.birmingham.gov.uk/prefs.php ,https://parent.bristol.gov.uk/web/portal/pages/parents/admissions ,www.glasgow.gov.uk/article/18205/Placing-Requests  ,https://parentportal.leeds.gov.uk/Synergy/Enquiries/Citizen/citizen.aspx/admissions-signin ,https://www.eadmissions.org.uk/ ,https://www.manchester.gov.uk/info/500321/primary_school_admissions/7264/apply_for_a_reception_class_place_for_september_2020/4 ,www. sheffield.gov.uk/home/schoolschildcare/apply-school-place]","[eani.org.uk/parents/admissions/primary-admissions-guide ,eadmissions.birmingham.gov.uk/prefs.php ,parent.bristol.gov.uk/web/portal/pages/parents/admissions ,glasgow.gov.uk/article/18205/Placing-Requests  ,parentportal.leeds.gov.uk/Synergy/Enquiries/Citizen/citizen.aspx/admissions-signin ,eadmissions.org.uk/ ,manchester.gov.uk/info/500321/primary_school_admissions/7264/apply_for_a_reception_class_place_for_september_2020/4 , sheffield.gov.uk/home/schoolschildcare/apply-school-place]",2005.0,[boston],"[3, 6, 5, Unlimited]","[all,public,other]","[family,distance,sen]",54.7023545,-3.2765753,0
GBR,tertiary,Europe & central Asia,United Kingdom,0.0,This country lacks a coordinated system.,,,,,,,,54.7023545,-3.2765753,0
GEO,tertiary,Europe & central Asia,Georgia,1.0,"Georgia's coordinated system has unified national examinations for all institutions. Before the exams, applicants designate their preferred programs of study. At first, an applicant's score is compared to others who selected the same program as their first choice. If the student is not accepted, her scores are ranked consecutively with those who applied for every subsequent choice.",,,2005.0,[boston],,[all],[academic],32.3293809,-83.1137366,0
GEO,primary,Europe & central Asia,Georgia,0.0,This country lacks a coordinated system.,,,,,,,,32.3293809,-83.1137366,0
GHA,secondary,Sub-Saharan Africa,Ghana,1.0,"Ghana has a coordinated system at the country level for all secondary institutions. At the end of junior high school, students take the basic education certification examination and those with high enough grades qualify for senior high school. The system aims to address socio-economic inequality, scaling up test scores for students from low-resourced and rural schools.",[https://www.shsdesk.com/pages/about.php],[shsdesk.com/pages/about.php],2005.0,[sd],[3],[all],"[academic,ses]",8.0300284,-1.0800271,0
GHA,tertiary,Sub-Saharan Africa,Ghana,0.0,This country lacks a coordinated system.,,,,,,,,8.0300284,-1.0800271,0
GIN,tertiary,Sub-Saharan Africa,Guinea,0.0,This country lacks a coordinated system.,,,,,,,,10.7226226,-10.7083587,0
GIN,secondary,Sub-Saharan Africa,Guinea,0.0,This country lacks a coordinated system.,,,,,,,,10.7226226,-10.7083587,0
GMB,primary,Sub-Saharan Africa,Gambia,0.0,This country lacks a coordinated system.,,,,,,,,13.470062,-15.4900464,0
GMB,tertiary,Sub-Saharan Africa,Gambia,0.0,This country lacks a coordinated system.,,,,,,,,13.470062,-15.4900464,0
GNB,primary,Sub-Saharan Africa,Guinea-Bissau,0.0,This country lacks a coordinated system.,,,,,,,,11.815215,-15.2351044,0
GNB,tertiary,Sub-Saharan Africa,Guinea-Bissau,0.0,This country lacks a coordinated system.,,,,,,,,11.815215,-15.2351044,0
GNQ,primary,Sub-Saharan Africa,Eq. Guinea,,,,,,,,,,1.6508001,10.267895,0
GNQ,secondary,Sub-Saharan Africa,Eq. Guinea,,,,,,,,,,1.6508001,10.267895,0
GRC,tertiary,Europe & central Asia,Greece,1.0,"Greece has a coordinated system for public universities. It employs a two-phase assignment mechanism. In the first phase, candidates may apply to a limited set of preferences (the limit is 10% of the number of vacancies in each field). Those not admitted in the first phase proceed to the second phase with unlimited choices from remaining seats.",[ https://eregister.it.minedu.gov.gr/ ],[ eregister.it.minedu.gov.gr/ ],,,[15],[public],"[academic,sen]",43.2097838,-77.6930602,0
GRC,primary,Europe & central Asia,Greece,0.0,This country lacks a coordinated system.,,,,,,,,43.2097838,-77.6930602,0
GRL,primary,North America,Greenland,,,,,,,,,,35.9948477,-94.1796014,0
GRL,tertiary,North America,Greenland,,,,,,,,,,35.9948477,-94.1796014,0
GTM,secondary,LAC,Guatemala,0.0,This country lacks a coordinated system.,,,,,,,,15.5855545,-90.345759,0
GTM,tertiary,LAC,Guatemala,0.0,This country lacks a coordinated system.,,,,,,,,15.5855545,-90.345759,0
GUY,primary,LAC,Guyana,,,,,,,,,,4.8417097,-58.6416891,0
GUY,tertiary,LAC,Guyana,,,,,,,,,,4.8417097,-58.6416891,0
GZA,primary,Middle East & North Africa,West Bank and Gaza,0.0,This country lacks a coordinated system.,,,,,,,,31.9049661,35.2023413,0
GZA,secondary,Middle East & North Africa,West Bank and Gaza,0.0,This country lacks a coordinated system.,,,,,,,,31.9049661,35.2023413,0
HKG,primary,East Asia & Pacific,Hong Kong,1.0,"The coordinated system comprises two stages. In the first one, uncoordinated applications prioritize family connections. Unsuccessful applicants proceed to the coordinated stage, where 10% of vacancies allow unrestricted school choices (up to 3 schools in or outside the school net), and the remaining 90% involve restricted school choices (up to 30 schools within the school net).",[https://epoa.edb.gov.hk/login],[epoa.edb.gov.hk/login],1983.0,[boston],[30],[other],[family],22.2793278,114.1628131,0
HKG,tertiary,East Asia & Pacific,Hong Kong,1.0,"The coordinated system is the main route designed to assist students with the secondary examination (HKDSE) results. Assignment will be based mainly on HKDSE, while other factors will be considered. The system employs a mix of DA and Boston mechanisms, temporarily cutting off applications after assigning seats to first-choice applicants and then a final allocation based on the DA algorithm.",[https://www.jupas.edu.hk/],[jupas.edu.hk/],1990.0,[other],[20],[other],[academic],22.2793278,114.1628131,0
HND,tertiary,LAC,Honduras,0.0,This country lacks a coordinated system.,,,,,,,,15.2572432,-86.0755145,0
HND,primary,LAC,Honduras,0.0,This country lacks a coordinated system.,,,,,,,,15.2572432,-86.0755145,0
HRV,tertiary,Europe & central Asia,Croatia,1.0,"Croatia has a coordinated system for tertiary education. Applicants must fill in an application form to apply to any type of institution. Enrolment criteria are determined by institutions and include educational qualifications, previous achievements, and additional entrance exams. A candidate can be enrolled in two double major programs from the same university based on priorities and vacancies.",[www.postani-student.hr],[postani-student.hr],2009.0,[da],[10],[all],"[academic,sen]",45.3658443,15.6575209,0
HRV,primary,Europe & central Asia,Croatia,0.0,This country lacks a coordinated system.,,,,,,,,45.3658443,15.6575209,0
HTI,tertiary,LAC,Haiti,0.0,This country lacks a coordinated system.,,,,,,,,19.1399952,-72.3570972,0
HTI,secondary,LAC,Haiti,0.0,This country lacks a coordinated system.,,,,,,,,19.1399952,-72.3570972,0
